Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
30eb579d-5241-ee8a-fc30-f65026df88c5,2014-11-09,,999-39-4895,,,,Rosena550,,Quitzon246,,,,white,nonhispanic,F,Wakefield  Massachusetts  US,196 Walker Promenade Unit 78,Greenfield,Massachusetts,Franklin County,25011,01301,42.60123251073567,-72.61748058004659,1845.86,34817.60,2157
c553797c-8c37-baad-426b-ab8409a0eb3b,1989-09-05,,999-79-1786,S99922477,X36085826X,Mrs.,Genie948,,Lueilwitz711,,Purdy2,M,white,nonhispanic,F,Norwood  Massachusetts  US,127 Gerlach Route,Norwell,Massachusetts,Plymouth County,,00000,42.212689534628744,-70.84443185253394,10348.95,433679.07,9946
75feaae6-c928-7640-88e6-bc0f808c2d7e,2008-06-26,,999-29-4821,S99934255,,,Tanner110,Isiah14,Watsica258,,,,black,nonhispanic,M,Canton  Massachusetts  US,987 Zulauf Gardens Unit 14,Boston,Massachusetts,Suffolk County,25025,02111,42.38243048512991,-70.92769387624541,53450.45,5089.71,65822
9aaca1d4-8cbb-79da-bb5e-9e1941667675,1949-12-05,,999-95-8675,S99919856,X26064959X,Mr.,Dewitt635,Scot349,Stanton715,,,M,hawaiian,nonhispanic,M,Chelmsford  Massachusetts  US,786 Shanahan Highlands,Boston,Massachusetts,Suffolk County,25025,02110,42.34484320247375,-71.17897732538867,300326.52,611804.15,120002
b5793869-40d6-9c43-1c32-abec3bb62069,1984-07-02,,999-23-6575,S99929827,X14126777X,Mr.,Hipolito984,Douglas31,MacGyver246,,,S,white,nonhispanic,M,Lowell  Massachusetts  US,736 VonRueden Ville Apt 88,Billerica,Massachusetts,Middlesex County,,00000,42.563434783056316,-71.22113808257049,106758.44,30385.84,96773
5f49708e-ac27-abf9-5e98-3ed2fc670a34,2014-10-19,,999-14-3974,,,,Ava220,Lilliam592,Champlin946,,,,white,nonhispanic,F,Chelsea  Massachusetts  US,486 Powlowski Underpass,Lowell,Massachusetts,Middlesex County,25017,01854,42.61762115563263,-71.29517619466432,29925.68,9706.57,43309
c81dc364-3ec9-e437-365e-87bd1a1db691,2014-05-16,,999-25-9420,,,,Roberta529,Maybell872,Herzog843,,,,white,nonhispanic,F,West Bridgewater  Massachusetts  US,187 Gaylord Mall,Worcester,Massachusetts,Worcester County,25027,01604,42.27420345266304,-71.73083209104597,43169.58,17046.28,97105
13221bec-1796-2f9a-5509-7d7440d11484,1996-06-21,,999-32-6019,S99966528,X53596975X,Mr.,Jeromy156,,Skiles927,,,M,white,nonhispanic,M,Chelsea  Massachusetts  US,335 Runolfsdottir Glen,Shirley,Massachusetts,Middlesex County,25017,01464,42.55268332534591,-71.66289107304284,98341.89,17967.83,48799
c2fb7478-1ae8-0295-0b4f-cdea026e5f1c,2013-07-05,,999-39-6555,,,,Trinidad33,Steve819,Dicki44,,,,white,nonhispanic,M,Springfield  Massachusetts  US,767 Grant Skyway,Wales,Massachusetts,Hampden County,,00000,42.02596029665262,-72.25862957047009,5675.40,59836.29,105644
c8fb45b4-2302-69a2-8a70-8e2a5efbb6ac,1987-04-06,,999-48-2955,S99974525,X57462284X,Mr.,Dewayne363,,Bechtelar572,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,520 Green Gateway Suite 59,Middleborough,Massachusetts,Plymouth County,,00000,41.82847701985719,-70.83408360543224,114294.94,49616.84,696696
e3a5869d-b275-51a4-b63a-ff997189649a,1964-04-18,2020-02-21,999-41-4647,S99934263,X51719316X,Mr.,Alfredo17,Brandon214,Jacobs452,,,M,white,nonhispanic,M,Wilbraham  Massachusetts  US,922 Pouros Key Suite 4,Bellingham,Massachusetts,Norfolk County,25021,02019,42.0287057914414,-71.44479348479904,387040.72,304923.87,65726
d62cb1fe-4511-2d8a-b2ee-aaf2c899bdaa,2025-06-19,,999-84-2700,,,,Leon728,Brady998,Herzog843,,,,white,nonhispanic,M,Boston  Massachusetts  US,385 Smith Stravenue,Waltham,Massachusetts,Middlesex County,25017,02472,42.41852436642185,-71.21810068947462,4785.75,0.00,94671
9871e254-666d-ca0a-c214-9b3548190d37,1977-02-15,,999-18-9521,S99999623,X51734273X,Mr.,Dave764,Malik994,Wiegand701,,,M,white,nonhispanic,M,Nizhny Novgorod  Nizhny Novgorod Oblast  RU,599 Ondricka Pathway,Fall River,Massachusetts,Bristol County,25005,02720,41.6813670714262,-71.2254035553965,11151.67,157446.48,10207
7182c984-ac49-86d6-8dd2-d2140a06eb0a,2026-02-07,,999-82-6209,,,,Yvonne357,Juliana372,DuBuque211,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,630 Smith Ferry Unit 13,Middleborough Center,Massachusetts,Plymouth County,,00000,41.85143840990269,-70.90809554112937,100.00,1336.98,10301
2120e909-c47f-62c0-b60f-f7e3196f59c3,1971-07-23,,999-88-6137,S99933708,X38025522X,Mrs.,Trudi580,Salome647,Klocko335,,Stracke611,M,white,nonhispanic,F,Lowell  Massachusetts  US,459 Donnelly View Suite 39,Monson,Massachusetts,Hampden County,,00000,42.125006716522705,-72.31420111798224,278489.06,35272.97,51909
1b1761ca-16ae-d9b8-1135-64685f8b4106,1964-04-18,,999-20-7004,S99982497,X56484076X,Mr.,Boyce638,Carroll471,Gleason633,,,M,white,nonhispanic,M,Medford  Massachusetts  US,227 Medhurst Village Suite 54,Bellingham,Massachusetts,Norfolk County,25021,02019,42.05936776655203,-71.46250542380305,124979.79,56398.07,65726
3b8e976a-345b-38f4-c4c4-c720e7170568,1970-10-17,,999-34-5250,S99963629,X55160975X,Mrs.,Barbie211,Christeen33,Sporer811,,Ratke343,M,white,nonhispanic,F,East Bridgewater  Massachusetts  US,675 Barrows Promenade,Bedford,Massachusetts,Middlesex County,25017,01730,42.4862516621227,-71.31852859089639,349700.19,1286846.50,145532
46dd2067-e729-2bc4-cad9-112792cb44d0,2006-02-03,,999-35-4429,S99937941,X24433360X,Ms.,Charlene806,Golda777,Legros616,,,,white,nonhispanic,F,Orleans  Massachusetts  US,585 Block Avenue Apt 13,Lowell,Massachusetts,Middlesex County,25017,01850,42.63583553462232,-71.32863473120132,47325.30,3707.55,148776
d0c43dc2-3b64-abf4-e9f1-0c305397a97d,1965-09-09,,999-16-6928,S99993682,X4546413X,Mrs.,Erminia669,Haley279,Parisian75,,Moen819,M,white,nonhispanic,F,Sandwich  Massachusetts  US,980 Moen Rue Unit 87,Holliston,Massachusetts,Middlesex County,,00000,42.178313428061884,-71.46336083392009,200739.77,960658.89,525281
e2bd02cc-d365-ad1f-a465-5bd1d24c1f66,1996-12-08,,999-23-6667,S99928112,X74333003X,Mr.,Benjamin360,Kermit56,Langworth352,,,M,white,nonhispanic,M,Turners Falls  Massachusetts  US,364 Walsh Dale,Cambridge,Massachusetts,Middlesex County,25017,02472,42.38712237362347,-71.13491020089103,44697.99,144482.90,94112
de786917-0f2f-4f3a-9081-c7699bb4bcf4,2010-08-31,,999-33-6429,,,,Dale454,Bonita405,Ankunding277,,,,asian,nonhispanic,F,Brockton  Massachusetts  US,125 Ebert Rapid Suite 47,West Stockbridge,Massachusetts,Berkshire County,,00000,42.29986073129881,-73.3518243791745,343365.98,142981.37,88403
783a439a-f9dc-07f4-55e8-9ba0c4649302,2023-07-11,,999-54-7311,,,,Priscila9,Ashlea10,Turner526,,,,asian,nonhispanic,F,Hopkinton  Massachusetts  US,632 Wintheiser Alley,Haverhill,Massachusetts,Essex County,25009,01832,42.80362592360343,-71.15696105348167,8139.00,0.00,140984
9410192e-7fda-c275-58f9-95158b8287d3,1946-01-07,,999-36-7856,S99944059,X40363224X,Mrs.,Corie618,Kourtney511,Harber290,,Gorczany269,M,white,nonhispanic,F,Medford  Massachusetts  US,400 Friesen Esplanade,Charlton,Massachusetts,Worcester County,,00000,42.118840837705285,-71.96488303830377,428506.17,1588484.04,125138
9827bd53-e357-1827-8aff-0639f451e9aa,2018-04-21,,999-45-1722,,,,Heath320,,Bradtke547,,,,white,nonhispanic,M,West Brookfield  Massachusetts  US,893 Jacobson Wynd,Peru,Massachusetts,Berkshire County,,00000,42.38433766500585,-73.0384428796773,17434.38,320.06,35279
4ddb4756-1889-53c7-9cd4-176880a01424,2022-10-22,,999-30-3308,,,,Grant908,Malik994,Auer97,,,,white,nonhispanic,M,Boston  Massachusetts  US,778 Bradtke Gate,Winthrop,Massachusetts,Suffolk County,25025,02128,42.335483351020684,-70.98809173038345,12371.01,1659.30,55680
bea391ee-5482-6881-97b5-bbd1bea1c0cb,2010-08-01,,999-98-7781,,,,Hector463,Sebastian508,White193,,,,asian,nonhispanic,M,Worcester  Massachusetts  US,565 Mosciski Parade Apt 47,Dunstable,Massachusetts,Middlesex County,,00000,42.69942908455873,-71.4709913749655,26984.56,28877.46,973980
897b5f30-3e89-1aff-a591-3f1864f98a8e,1985-11-27,,999-43-4100,S99965924,X19924189X,Mrs.,Stefany238,Azalee124,Schoen8,,Bailey598,M,white,nonhispanic,F,Springfield  Massachusetts  US,995 Rempel Park Suite 17,Kingston,Massachusetts,Plymouth County,25023,02364,41.958444630862644,-70.78289573778652,381662.22,447595.99,58296
fbf1cb7c-17e4-bcce-6d1c-04f9ae7149c8,1985-04-11,,999-11-9150,S99918107,X49707421X,Mr.,Damien170,Benedict104,Huels583,,,M,asian,nonhispanic,M,Westfield  Massachusetts  US,311 Jaskolski Terrace Unit 64,Wakefield,Massachusetts,Middlesex County,25009,01940,42.51733683027684,-71.03027272422118,87097.46,0.00,100439
06bf1603-10a3-9788-ab91-0701da9495b9,1961-04-22,1963-11-28,999-14-6540,,,,Ailene520,Keli839,Nolan344,,,,white,nonhispanic,F,Everett  Massachusetts  US,640 Durgan Road Suite 80,New Bedford,Massachusetts,Bristol County,25005,02744,41.602176486564915,-70.90141754772387,13863.83,14438.65,65537
714867e4-e677-e2f4-772e-a2f0be0fccc3,1971-09-26,,999-87-4722,S99956250,X77064248X,Mrs.,Lianne167,Deana43,Hudson301,,Stoltenberg489,D,white,nonhispanic,F,Frankfurt  Hesse  DE,749 Price Ranch Apt 45,Newburyport,Massachusetts,Essex County,25009,01951,42.799470292785756,-70.85631791075906,226961.41,393222.35,28401
d5a8f8f7-e4c8-8f13-34fb-912f903ce421,1979-10-12,,999-98-2101,S99963483,X8710647X,Mr.,Lance203,Dino214,Schumm995,,,S,white,nonhispanic,M,Norton  Massachusetts  US,406 Pfeffer Alley,Springfield,Massachusetts,Hampden County,25013,01151,42.126091240071105,-72.527690500789,86339.37,21548.64,29023
f612e067-7a0c-423a-229c-b22bc6c29970,1961-04-22,,999-38-9035,S99968441,X43829508X,Mrs.,Carleen42,Hisako109,Kris249,,Weber641,D,white,nonhispanic,F,Franklin  Massachusetts  US,1035 Reinger Grove,New Bedford,Massachusetts,Bristol County,25005,02744,41.581527931254726,-70.97397546935868,1063782.24,592664.45,65537
5f988ac8-6a3c-3fee-0b6d-b1ad1d31133e,1955-01-30,,999-21-8115,S99996510,X21594840X,Mrs.,Kyle55,Janett802,D'Amore443,,Schuster709,D,white,nonhispanic,F,Bedford  Massachusetts  US,836 Watsica Lodge Apt 65,Boston,Massachusetts,Suffolk County,25025,02215,42.44286838105158,-71.02821252710578,1033501.67,581282.37,54777
d1271217-24a1-6f05-68ae-43b75035411e,1968-05-12,,999-29-2696,S99986988,X29328477X,Mr.,Ken316,Malik994,Walter473,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,743 Kovacek Lane,Stoughton,Massachusetts,Norfolk County,,00000,42.152296054332176,-71.1083149854253,304591.72,3856.42,44699
0f1b4b7a-73a0-eb63-5bd7-f55ae3136b1c,1986-05-15,,999-27-8143,S99969028,X47676214X,Mrs.,Lanell756,Elana101,Jacobi462,,Herzog843,M,white,nonhispanic,F,Methuen  Massachusetts  US,495 Thiel Ramp Unit 3,Brockton,Massachusetts,Plymouth County,25023,02351,42.053182199099915,-70.98516426717724,128512.92,440830.23,104523
39a17b9f-93b1-6b9c-0412-1d02479420d6,2003-04-08,,999-34-7502,S99963883,X33136778X,Ms.,Judy192,Kymberly381,Smith67,,,,white,nonhispanic,F,Belmont  Massachusetts  US,368 Schinner Bypass Unit 45,Lexington,Massachusetts,Middlesex County,25017,02421,42.48910712108704,-71.21482830749534,69280.97,3360.94,710894
ab475ca0-0d8e-958e-b948-0a6bdc83ff8b,2005-10-31,,999-35-9847,S99991861,X50693571X,Mr.,Frederick289,Jewel43,Durgan499,,,,white,nonhispanic,M,Worcester  Massachusetts  US,710 Bailey Well Suite 67,Boston,Massachusetts,Suffolk County,25017,02467,42.410116878573305,-71.08519105553107,8670.86,56869.03,23413
9afdd6c6-9f51-e276-22c1-ea49734b804e,1992-02-01,,999-92-1706,S99911018,X84800813X,Mr.,Jefferson174,Ronald408,Kunde533,PhD,,S,white,nonhispanic,M,Uxbridge  Massachusetts  US,984 Jakubowski Trace,Tewksbury,Massachusetts,Middlesex County,,00000,42.62192146513867,-71.2638079880559,89858.38,9984.01,149326
